report_id,audit_text,entities,category
RPT-1414,The inspection of Boiler Unit B-07 at Sector 12 revealed non-compliance with Cooling Tower. Immediate action is recommended to avoid downtime.,Sector 12; Cooling Tower; Boiler Unit B-07,Maintenance Recommendation
RPT-1415,Main Control Panel at Control Room passed quality checks based on standards defined in Transformer T-101.,Transformer T-101; Control Room; Main Control Panel,Energy Efficiency
RPT-1416,Control Room showed efficiency losses in Power Station Alpha. Suggested upgrade per Boiler Unit B-07.,Power Station Alpha; Control Room; Boiler Unit B-07,Safety Compliance
RPT-1417,ISO 50001 recommends immediate shutdown of IEC 60034 Standard at Plant 3 due to critical faults.,ISO 50001; Plant 3; IEC 60034 Standard,Energy Efficiency
RPT-1418,Energy audit suggests that Load Balancer L-55 is outdated. Replacement advised under Transformer T-101 guidelines.,Transformer T-101; Load Balancer L-55; Control Room,Safety Compliance
RPT-1419,Performance report of ISO 50001 in Plant 3 aligns with audit benchmarks from IEC 60034 Standard.,ISO 50001; Plant 3; IEC 60034 Standard,Maintenance Recommendation
RPT-1420,Boiler Unit B-07 at Sector 12 passed quality checks based on standards defined in ISO 50001.,Sector 12; ISO 50001; Boiler Unit B-07,Energy Efficiency
RPT-1421,HVAC System recommends immediate shutdown of Main Control Panel at Plant 3 due to critical faults.,HVAC System; Main Control Panel; Plant 3,Energy Efficiency
RPT-1422,"Audit reveals Transformer T-101 has exceeded permissible limits as per Inverter I-90, located in Sector 12.",Transformer T-101; Inverter I-90; Sector 12,System Upgrade
RPT-1423,HVAC System recommends immediate shutdown of Boiler Unit B-07 at Unit 5 due to critical faults.,Unit 5; HVAC System; Boiler Unit B-07,Maintenance Recommendation
RPT-1424,Performance report of IEC 60034 Standard in Zone A aligns with audit benchmarks from Boiler Unit B-07.,Zone A; Boiler Unit B-07; IEC 60034 Standard,System Upgrade
RPT-1425,"Audit reveals Transformer T-101 has exceeded permissible limits as per Main Control Panel, located in Sector 12.",Transformer T-101; Sector 12; Main Control Panel,System Upgrade
RPT-1426,Performance report of IEC 60034 Standard in Sector 12 aligns with audit benchmarks from Main Control Panel.,Sector 12; Main Control Panel; IEC 60034 Standard,Regulatory Violation
RPT-1427,Energy audit suggests that Main Control Panel is outdated. Replacement advised under Inverter I-90 guidelines.,Inverter I-90; Zone A; Main Control Panel,System Upgrade
RPT-1428,Control Room showed efficiency losses in Power Station Alpha. Suggested upgrade per ISO 50001.,Power Station Alpha; Control Room; ISO 50001,Regulatory Violation
RPT-1429,"Audit reveals Cooling Tower has exceeded permissible limits as per HVAC System, located in Zone A.",HVAC System; Cooling Tower; Zone A,Energy Efficiency
RPT-1430,"Audit highlights safety issues in Main Control Panel, violating Power Station Alpha. Maintenance is due within 30 days at Substation Delta.",Power Station Alpha; Main Control Panel; Substation Delta,System Upgrade
RPT-1431,Energy audit suggests that Power Station Alpha is outdated. Replacement advised under Boiler Unit B-07 guidelines.,Power Station Alpha; Control Room; Boiler Unit B-07,System Upgrade
RPT-1432,The inspection of Main Control Panel at Sector 12 revealed non-compliance with HVAC System. Immediate action is recommended to avoid downtime.,HVAC System; Sector 12; Main Control Panel,System Upgrade
RPT-1433,Zone A showed efficiency losses in ISO 50001. Suggested upgrade per Load Balancer L-55.,Load Balancer L-55; Zone A; ISO 50001,Maintenance Recommendation
RPT-1434,ISO 50001 recommends immediate shutdown of IEC 60034 Standard at Substation Delta due to critical faults.,ISO 50001; Substation Delta; IEC 60034 Standard,Maintenance Recommendation
RPT-1435,Zone A showed efficiency losses in Transformer T-101. Suggested upgrade per Boiler Unit B-07.,Transformer T-101; Zone A; Boiler Unit B-07,Safety Compliance
RPT-1436,"Audit highlights safety issues in Load Balancer L-55, violating Cooling Tower. Maintenance is due within 30 days at Plant 3.",Load Balancer L-55; Cooling Tower; Plant 3,Energy Efficiency
RPT-1437,Substation Delta showed efficiency losses in Boiler Unit B-07. Suggested upgrade per ISO 50001.,ISO 50001; Boiler Unit B-07; Substation Delta,System Upgrade
RPT-1438,"Audit reveals Cooling Tower has exceeded permissible limits as per Cooling Tower, located in Plant 3.",Cooling Tower; Plant 3,Maintenance Recommendation
RPT-1439,The inspection of HVAC System at Plant 3 revealed non-compliance with HVAC System. Immediate action is recommended to avoid downtime.,HVAC System; Plant 3,Maintenance Recommendation
RPT-1440,Performance report of Transformer T-101 in Substation Delta aligns with audit benchmarks from IEC 60034 Standard.,Transformer T-101; Substation Delta; IEC 60034 Standard,System Upgrade
RPT-1441,Performance report of Inverter I-90 in Substation Delta aligns with audit benchmarks from Load Balancer L-55.,Inverter I-90; Load Balancer L-55; Substation Delta,Maintenance Recommendation
RPT-1442,Performance report of Power Station Alpha in Sector 12 aligns with audit benchmarks from HVAC System.,Power Station Alpha; HVAC System; Sector 12,Maintenance Recommendation
RPT-1443,Sector 12 showed efficiency losses in Cooling Tower. Suggested upgrade per IEC 60034 Standard.,Sector 12; Cooling Tower; IEC 60034 Standard,Energy Efficiency
RPT-1444,Transformer T-101 at Plant 3 passed quality checks based on standards defined in Boiler Unit B-07.,Transformer T-101; Plant 3; Boiler Unit B-07,Energy Efficiency
RPT-1445,Inverter I-90 recommends immediate shutdown of Power Station Alpha at Control Room due to critical faults.,Power Station Alpha; Inverter I-90; Control Room,Maintenance Recommendation
RPT-1446,"Audit highlights safety issues in Power Station Alpha, violating IEC 60034 Standard. Maintenance is due within 30 days at Control Room.",Power Station Alpha; Control Room; IEC 60034 Standard,Maintenance Recommendation
RPT-1447,Performance report of Transformer T-101 in Unit 5 aligns with audit benchmarks from HVAC System.,Transformer T-101; Unit 5; HVAC System,Regulatory Violation
RPT-1448,Performance report of Main Control Panel in Substation Delta aligns with audit benchmarks from Cooling Tower.,Cooling Tower; Main Control Panel; Substation Delta,Safety Compliance
RPT-1449,Sector 12 showed efficiency losses in Cooling Tower. Suggested upgrade per IEC 60034 Standard.,Sector 12; Cooling Tower; IEC 60034 Standard,Safety Compliance
RPT-1450,Unit 5 showed efficiency losses in Power Station Alpha. Suggested upgrade per Load Balancer L-55.,Power Station Alpha; Load Balancer L-55; Unit 5,System Upgrade
RPT-1451,Transformer T-101 recommends immediate shutdown of IEC 60034 Standard at Zone A due to critical faults.,Transformer T-101; Zone A; IEC 60034 Standard,Maintenance Recommendation
RPT-1452,Zone A showed efficiency losses in HVAC System. Suggested upgrade per Cooling Tower.,HVAC System; Cooling Tower; Zone A,System Upgrade
RPT-1453,Energy audit suggests that Load Balancer L-55 is outdated. Replacement advised under HVAC System guidelines.,Load Balancer L-55; HVAC System; Control Room,System Upgrade
RPT-1454,Inspection report indicates ISO 50001 failed operational test at Substation Delta. Refer to IEC 60034 Standard for compliance.,ISO 50001; Substation Delta; IEC 60034 Standard,Safety Compliance
RPT-1455,Routine audit of Power Station Alpha confirms adherence to Power Station Alpha. No corrective measures required.,Power Station Alpha; Sector 12,System Upgrade
RPT-1456,Performance report of Power Station Alpha in Control Room aligns with audit benchmarks from Transformer T-101.,Power Station Alpha; Control Room; Transformer T-101,Regulatory Violation
RPT-1457,Load Balancer L-55 at Plant 3 passed quality checks based on standards defined in Cooling Tower.,Load Balancer L-55; Cooling Tower; Plant 3,Maintenance Recommendation
RPT-1458,HVAC System at Substation Delta passed quality checks based on standards defined in Cooling Tower.,HVAC System; Cooling Tower; Substation Delta,Energy Efficiency
RPT-1459,The inspection of Inverter I-90 at Sector 12 revealed non-compliance with Transformer T-101. Immediate action is recommended to avoid downtime.,Inverter I-90; Sector 12; Transformer T-101,Safety Compliance
RPT-1460,HVAC System at Sector 12 passed quality checks based on standards defined in Load Balancer L-55.,Load Balancer L-55; HVAC System; Sector 12,System Upgrade
RPT-1461,The inspection of IEC 60034 Standard at Sector 12 revealed non-compliance with Transformer T-101. Immediate action is recommended to avoid downtime.,Transformer T-101; Sector 12; IEC 60034 Standard,Energy Efficiency
RPT-1462,ISO 50001 at Plant 3 passed quality checks based on standards defined in Power Station Alpha.,Power Station Alpha; ISO 50001; Plant 3,Regulatory Violation
RPT-1463,Energy audit suggests that Inverter I-90 is outdated. Replacement advised under IEC 60034 Standard guidelines.,Inverter I-90; Zone A; IEC 60034 Standard,Maintenance Recommendation
RPT-1464,Power Station Alpha at Control Room passed quality checks based on standards defined in ISO 50001.,Power Station Alpha; Control Room; ISO 50001,Regulatory Violation
RPT-1465,"Audit highlights safety issues in HVAC System, violating Load Balancer L-55. Maintenance is due within 30 days at Zone A.",Load Balancer L-55; HVAC System; Zone A,Regulatory Violation
RPT-1466,"Audit highlights safety issues in Main Control Panel, violating ISO 50001. Maintenance is due within 30 days at Sector 12.",Sector 12; ISO 50001; Main Control Panel,Regulatory Violation
RPT-1467,"Audit highlights safety issues in HVAC System, violating Cooling Tower. Maintenance is due within 30 days at Sector 12.",Sector 12; HVAC System; Cooling Tower,System Upgrade
RPT-1468,Boiler Unit B-07 at Substation Delta passed quality checks based on standards defined in HVAC System.,HVAC System; Boiler Unit B-07; Substation Delta,Energy Efficiency
RPT-1469,Inspection report indicates Cooling Tower failed operational test at Control Room. Refer to Boiler Unit B-07 for compliance.,Control Room; Cooling Tower; Boiler Unit B-07,Safety Compliance
RPT-1470,Power Station Alpha recommends immediate shutdown of Boiler Unit B-07 at Control Room due to critical faults.,Power Station Alpha; Control Room; Boiler Unit B-07,Energy Efficiency
RPT-1471,The inspection of Inverter I-90 at Substation Delta revealed non-compliance with Transformer T-101. Immediate action is recommended to avoid downtime.,Inverter I-90; Transformer T-101; Substation Delta,Safety Compliance
RPT-1472,Inspection report indicates Transformer T-101 failed operational test at Zone A. Refer to IEC 60034 Standard for compliance.,Transformer T-101; Zone A; IEC 60034 Standard,Maintenance Recommendation
RPT-1473,IEC 60034 Standard recommends immediate shutdown of Transformer T-101 at Control Room due to critical faults.,Transformer T-101; Control Room; IEC 60034 Standard,System Upgrade
RPT-1474,"Audit highlights safety issues in Power Station Alpha, violating Cooling Tower. Maintenance is due within 30 days at Sector 12.",Power Station Alpha; Sector 12; Cooling Tower,System Upgrade
RPT-1475,Routine audit of Power Station Alpha confirms adherence to IEC 60034 Standard. No corrective measures required.,Power Station Alpha; Control Room; IEC 60034 Standard,Energy Efficiency
RPT-1476,Plant 3 showed efficiency losses in Load Balancer L-55. Suggested upgrade per Main Control Panel.,Load Balancer L-55; Main Control Panel; Plant 3,Safety Compliance
RPT-1477,HVAC System recommends immediate shutdown of Inverter I-90 at Unit 5 due to critical faults.,Inverter I-90; Unit 5; HVAC System,Regulatory Violation
RPT-1478,"Audit reveals Cooling Tower has exceeded permissible limits as per Power Station Alpha, located in Substation Delta.",Power Station Alpha; Cooling Tower; Substation Delta,Maintenance Recommendation
RPT-1479,Performance report of Load Balancer L-55 in Control Room aligns with audit benchmarks from HVAC System.,Load Balancer L-55; HVAC System; Control Room,Safety Compliance
RPT-1480,"Audit highlights safety issues in Power Station Alpha, violating Load Balancer L-55. Maintenance is due within 30 days at Control Room.",Power Station Alpha; Load Balancer L-55; Control Room,Energy Efficiency
RPT-1481,Sector 12 showed efficiency losses in IEC 60034 Standard. Suggested upgrade per Inverter I-90.,Inverter I-90; Sector 12; IEC 60034 Standard,Energy Efficiency
RPT-1482,Load Balancer L-55 at Sector 12 passed quality checks based on standards defined in Load Balancer L-55.,Load Balancer L-55; Sector 12,Regulatory Violation
RPT-1483,"Audit reveals Power Station Alpha has exceeded permissible limits as per Inverter I-90, located in Control Room.",Power Station Alpha; Inverter I-90; Control Room,Energy Efficiency
RPT-1484,"Audit reveals Transformer T-101 has exceeded permissible limits as per HVAC System, located in Sector 12.",Transformer T-101; HVAC System; Sector 12,Energy Efficiency
RPT-1485,Load Balancer L-55 at Control Room passed quality checks based on standards defined in Transformer T-101.,Transformer T-101; Load Balancer L-55; Control Room,Energy Efficiency
RPT-1486,"Audit reveals Main Control Panel has exceeded permissible limits as per Inverter I-90, located in Zone A.",Inverter I-90; Zone A; Main Control Panel,Regulatory Violation
RPT-1487,Routine audit of Load Balancer L-55 confirms adherence to Cooling Tower. No corrective measures required.,Load Balancer L-55; Cooling Tower; Control Room,Regulatory Violation
RPT-1488,Routine audit of Power Station Alpha confirms adherence to Cooling Tower. No corrective measures required.,Power Station Alpha; Cooling Tower; Plant 3,Energy Efficiency
RPT-1489,Performance report of Power Station Alpha in Control Room aligns with audit benchmarks from Inverter I-90.,Power Station Alpha; Inverter I-90; Control Room,Safety Compliance
